"districtDemographics","sex_ratio","minors","voting_age_pop","seniors","med_age","white","black","amerindian","islander","asian","other_race","multiracial","hispanic","mexican","puerto_rican","cuban","other_hispanic","natural_born_citizen","born_in_state","born_out_of_state","born_abroad","foreign_born","disabled","same_house","diff_county","diff_state","abroad","labor_force_participation","unemployment","servicemen","car","walking_public_transit","worked_from_home","commute","private_sector","public_sector","self_employed","homeowner_vacancy","rental_vacancy","owner_occupied","renter_occupied","two_or_less","three_to_four","five_to_nine","ten_to_nineteen","twenty_to_twenty_nine","thirty_or_more","med_smoc_mort","med_smoc_no_mort","med_rent","med_hincome","mean_hincome","insured","private_coverage","public_coverage","uninsured","pov_families","pov_mcouples","pov_single_mothers","pov","no_hsdiploma","high_school","some_college","associates","bachelors","graduate","party","flipped"
"Connecticut 4",94.7686483232746,23.4094177703858,565034,20.6028309800826,40,72.3103073876321,12.4080121127834,0.105864858966591,0.064386437911819,5.48314905257051,6.0737421262164,3.55453802391922,20.7878731194077,11.919091804198,29.1838105360624,3.08948284743641,55.8076148123032,77.1990679554798,54.3786642506097,41.2016722766245,4.41966347276581,22.8009320445202,9.59336652437385,87.6647838148799,3.93478997220291,2.9647030428695,0.952122356567971,66.1038223705812,5.5,0.0193239028127394,76.2903388012336,15.2815335448979,6.89195682295624,32.4,83.0595718801878,8.72402325237372,7.97834745971652,2.8,8.9,64.3794414897647,35.6205585102353,25.2462233131809,11.6171947209722,15.6541206418474,22.7264118065973,12.290331378699,12.4657181387033,3126,1232,1549,101646,173416,90.8378803784707,74.3560380636358,36.2611434720143,9.16211962152931,7.3,2.1,27.5,9.6,9.60021958471242,19.6157668234747,11.8637853519366,6.32888821214768,29.00561784246,23.5857221852686,"D",FALSE
"Connecticut 5",98.9592448526796,20.4590564910752,560634,23.4853754856109,41.9,75.5045492787694,7.975035362786,0.237643597030235,0.00581694774820278,4.24325056715241,7.9771635144012,4.05654073211253,20.3046945605863,9.97868846731649,52.0832896621598,2.37641057890508,35.5616112916186,84.791661050711,64.3466082594459,29.7998972630818,5.85349447747234,15.208338949289,12.1187557579181,88.0413696539501,4.2719722598832,2.38144664938159,0.672314143651313,66.2102965827715,5.3,0.0504445534616925,88.6715278537046,4.18751734636378,5.63437930154779,28,80.0882432724193,12.9918012367344,6.75443015550524,1.6,6.7,64.7700287008843,35.2299712991157,23.3427788866388,12.2750914203296,13.4865018429756,23.0244467431052,12.7489473914247,15.1222337155262,2011,913,1082,73616,104663,94.0159331743753,70.5394064007215,42.6672985347285,5.98406682562473,8,3.3,26.9,11.4,11.0081456386433,28.0983413867042,16.7048775546636,8.03953071814405,20.767667771874,15.3814369299708,"D",FALSE
"Delaware At Large",93.4082260127593,20.9440891222103,769818,24.6341343018739,41.4,67.7493725379045,22.5329751356592,0.447028232713471,0.0439531549738951,3.75778936169339,2.37090301140728,3.09797856564835,9.59061949301884,40.2195095834672,29.2279687332691,0.619980725987793,29.9325409572759,90.0109266721711,48.8728958783517,48.9343908800288,2.19271324161945,9.98907332782892,12.8683428518849,87.4137789860668,5.34702435798706,3.94002178651496,0.438839697061723,62.4189042302987,4.6,0.724638595968535,89.2058106473927,4.61881368463938,5.16331937220176,26.7,79.6273449183691,15.5717813762576,4.54253842308196,1.8,6.6,70.3018560011057,29.6981439988943,23.9831596405476,13.5355452252425,16.4650660883109,22.5805937183546,12.0325112494983,11.4031240780461,1557,463,1116,70176,92445,93.4366955325196,75.9095710870986,42.2554408644506,6.56330446748043,7.6,3.7,21.9,11.3,9.67858800455689,30.2107779447732,18.6324676892993,8.27645709147678,19.5380257263451,13.6636835435487,"D",FALSE
"Florida 1",101.006410611501,21.4241424017136,627275,21.8776453708501,38.8,76.4250505759077,12.8640056118902,0.41325057465505,0.109857761131397,2.39256925611139,2.30601086051071,5.48925535979356,6.89936803602633,32.343222339228,24.5542684919569,8.89465848433131,34.2078506844838,94.0280970305836,43.7759698173936,53.6785717616245,2.54545842098181,5.97190296941645,15.863224249353,81.5015385552814,8.92755588053093,5.60404797448943,0.779052290568605,61.2070985350776,4.9,3.98497372263453,86.0760461882661,2.91968410154425,8.01547257742435,25.7,78.7784909428042,14.6832120952788,6.3885323063757,1.9,12.7,67.1431441384077,32.8568558615923,31.9037874170449,14.0893412284674,13.8094476016657,19.4955104653657,10.4592366599361,10.2426766275201,1398,422,1076,58358,79218,87.5085345908954,75.975437896163,42.2445807325688,12.4914654091046,8.1,3.2,22.9,12.5,9.629444953308,28.9857114725548,23.7606161283854,10.6765596969221,17.4822635455565,9.46540420327323,"R",FALSE
"Florida 10",95.1442001370472,23.246438665704,622958,15.505058125909,36.1,54.1990601675139,29.5299359070714,0.159554676122489,0,5.19753977778161,6.85358178686452,4.06032768464603,28.5393416244268,13.4552204977659,33.477669609515,8.59585123146329,44.4712586612559,75.0405971164343,47.4280647888943,42.1232893581039,10.4486458530018,24.9594028835657,10.3560778897874,85.019198015956,4.38205296759992,1.96785888586767,1.48641447794345,70.0360656962017,4.3,0.0746830637482185,86.7770261773645,4.13171962009249,6.40091489094149,30.2,85.787456445993,8.43182346109175,5.28130081300813,7.4,19.2,59.8212787380433,40.1787212619567,33.8246960289249,14.7904620970572,18.9175273459549,16.5696654411204,9.00890936551282,6.88873972142977,1567,532,1276,61737,89007,85.6248657147577,73.5280125086664,34.3403796113379,14.3751342852423,9.5,4.8,24,12.5,13.8168793937997,25.2380575083554,19.0590065690907,9.31377492220814,21.2197115938688,11.3525700126772,"D",FALSE
"Florida 11",94.3370386923612,15.3815218567676,688043,44.2898190956088,56,86.5108373754169,7.3672507600429,0.415317938980116,0.0434134534971812,1.45232145141137,1.76039709166757,2.45046192898395,11.845231653204,19.4154596895603,44.9109692155947,11.5298759279448,24.1436951669003,92.8375180786903,32.4163137375426,64.7334054867508,2.85028077570664,7.16248192130973,19.721586761992,87.0083095972317,7.6883907232831,3.83316876027549,0.637560568873515,40.1818963455604,5.6,0.132244251859106,89.0976419348031,0.800092096932021,6.72154108866248,27.4,82.3429746153904,11.2739745626784,6.12363231097088,2.2,6.6,80.2371727133967,19.7628272866033,27.0115651050839,13.8364447575437,19.8955031114242,24.9145825995069,9.42937654103558,4.91252788540566,1178,407,992,52749,68637,89.2118324998021,64.8650399360123,63.2247907443081,10.7881675001979,7.6,4.4,25.3,12.5,10.0965552543568,32.5897002526636,23.2974860051844,10.5606821760592,14.162581756722,9.29299455501402,"R",FALSE
"Florida 12",92.4669834484297,19.5568144280594,652642,30.5055451533919,46.5,86.3132127379491,5.51689370744526,0.282260251347207,0.0583009165446415,3.04902700330824,1.28705744304259,3.49324794036297,14.0406602671242,18.9477934915242,37.2749378911977,14.3003871375523,29.4768814797258,89.2441588151479,37.7105014191107,58.9622191990829,3.32727938180638,10.7558411848521,15.4548983791936,86.6287548658934,7.05437989464432,3.79412251048397,0.37932522133521,54.8938271162979,4.3,0.169148707668075,85.6745459745047,1.71962066086816,10.3376557350057,30.8,83.266519076966,10.0910896279771,6.47628165129511,2.2,8.6,74.8949393123762,25.1050606876238,28.1004011985171,14.7367452135493,18.2100959829364,21.5599766390737,11.3065613732162,6.08621959270733,1462,469,1130,56761,77612,87.6814479502883,70.2200878989262,45.8052174554723,12.3185520497117,7.7,3.5,20.3,11,8.8578891902286,31.6553206437682,20.5460408789796,10.5738606944798,18.4281720999382,9.93871649260552,"R",FALSE
"Florida 13",94.4249426683213,15.4889306205905,618332,28.4366650925393,47.8,78.942757408516,12.0749038485194,0.227155310267912,0.0580872484138764,3.49507556809329,1.50685156179526,3.69516905439427,10.8260963455604,18.082312839288,27.2642343138493,19.0266380507512,35.6268147961116,88.2823668981956,38.7537252777025,58.3606455857878,2.88562913650966,11.7176331018044,14.4577377468453,84.5695960608497,5.36979103556912,3.03505138740485,0.526128815501041,59.2125358039087,5.2,0.246033053661504,84.0002179455194,4.18684813498857,8.20736942625842,24.8,84.1501883305889,10.0545010869042,5.35799816912625,2.7,9.6,67.2648908358652,32.7351091641348,31.1951361481496,14.5468064990428,16.9400396348747,16.3169174968793,11.1169430677662,9.88415715328737,1507,533,1165,56612,83589,88.4603008607513,72.8810264080891,42.1806624991965,11.5396991392487,5.9,2.8,16.8,11.5,9.54395213144721,26.6660289861234,20.9917349516248,9.79052194152469,21.6290612279602,11.3787007613197,"D",FALSE
"Florida 14",99.5852315550456,21.6893884364312,651159,17.2231359775416,36.4,68.6322921727752,19.0061911611193,0.0708351573286126,0.122788956931262,4.40512899454966,3.68847924493811,4.07428431235779,32.8699182689764,11.1980271919683,25.1507412665193,33.1294179630903,30.521813578422,78.4693592845769,49.735853567701,43.5266115844341,6.73753484786484,21.5306407154231,10.4341409152487,81.718300457749,6.5791364890971,2.64198378998604,1.35229617503112,66.854647256439,4.2,0.563493840985442,85.7780819128306,3.8616995834981,8.20880502548973,27.5,85.4394893673065,9.55225565501249,4.92452927812454,1.2,8.1,53.5808710305355,46.4191289694645,38.8015663183448,14.6750341381214,14.0516704275094,15.3410099718825,8.93014517175591,8.20057397238605,1613,491,1184,60022,87268,87.0910086736091,73.0723262870985,35.2010284822235,12.9089913263909,9.6,4.2,24.5,14.5,10.9290211882025,25.8114658755375,16.2628270469326,8.5273874667317,23.4926410602347,14.9766573623609,"D",FALSE
"Florida 15",93.9108676081969,21.5825901604155,628354,21.014109880736,39.4,73.9010899869461,14.1313924726754,0.45439002413596,0.194560298716826,3.19795231213512,5.51445536844155,2.60615953694899,23.7935139911194,26.6862831487076,33.6968152064451,11.1751007049345,28.4418009399127,85.6588218556485,46.0612868400694,47.9774293793953,5.96128378053524,14.3411781443515,12.8671963105536,82.9124109207533,6.56064319784257,2.75816441618832,1.07266850233449,61.5544257311927,4.2,0.165410401413395,90.1058035335089,1.3595727512104,6.18815297715111,28.4,86.1436965531714,9.63511882902261,4.09868317506951,2.2,7,64.0449881044515,35.9550118955485,34.5623011436925,12.3298076647462,15.2273769598991,19.7813655516381,10.2588356694471,7.84031301057701,1424,446,1147,57496,74216,86.8825564032938,71.4952437444979,40.3935821369575,13.1174435967062,8.4,5.2,21.1,12.9,12.3894198552793,30.5129212354759,20.6869522094699,10.6558644581151,17.2792085332234,8.47563370843635,"R",FALSE
"Florida 16",91.9410564418175,18.0328994421399,716290,33.4921609962445,48.3,82.2489486482621,9.66659991417537,0.194535831783722,0,2.22205693033901,3.41456157917322,2.25329709626663,17.6920040051495,46.3339068341462,19.2560443967246,12.2977116023958,22.1123371667335,87.0451723644686,36.3494621818249,60.8941375058173,2.75640031235785,12.9548276355314,13.047897109912,85.4427203217644,6.30041270489581,3.29702407118323,0.824140640413697,56.2389380530973,5.1,0.207991915219054,87.6457850844853,1.88546978367207,8.76735660355804,27.6,83.3441236467149,9.88135793524784,6.69282033100571,2.6,19,75.6251750610643,24.3748249389357,30.9267017441353,15.1451538579694,18.3747104904119,20.1339047728046,9.79348065066998,5.62604848400883,1664,551,1269,68071,94659,87.6683882770345,72.463185795474,45.764225735823,12.3316117229655,6.4,3.7,18.5,9.7,8.76969702518839,28.6232912458683,19.7624911872694,9.74680376376083,19.8888451431554,13.2088716347577,"R",FALSE
"Florida 17",97.8351934706721,16.5971216048631,671188,39.3128303843335,52.7,85.729924921156,7.55535231884526,0.405838305867383,0.0371542111005351,1.26920773304637,3.16059317505722,1.8419293349272,16.8150764084428,40.7648536801655,21.6575524682235,14.6208986107006,22.9566952409104,89.0099334703524,37.1901311022726,59.7738970921848,3.03597180554256,10.9900665296476,17.8440046683791,85.9953463611893,6.29540859298655,3.55983374862853,0.57233259271663,44.7817565636356,4.9,0.0199781844059334,89.1626410146746,1.78227123896597,6.94609015123364,27.4,81.1143972391955,13.2779755927882,5.44107416406499,2.7,8.7,79.1042322704579,20.8957677295421,27.3822838338292,14.0576099323468,18.0636178160827,23.8049500578549,10.2491789118124,6.44235944807403,1252,451,966,53693,72913,87.8087383844925,67.7768269082292,57.4791502208727,12.1912616155075,8.3,4.9,23,12.7,11.562421441025,34.9303815432024,21.1901228561002,9.34874102907189,14.3721363986539,8.59619673194664,"R",FALSE
"Florida 18",95.0998372006355,18.3283023894679,649896,32.2936285190246,48.1,79.6075863784996,12.8154602873796,0.332017161341239,0.0547916284423846,2.31896770561313,1.98971525946852,2.88146157925559,17.5443799623496,22.6398200676179,25.439086585296,12.3782304738983,39.5428628731878,84.1219892879853,40.0886473437169,57.5472741016501,2.364078554633,15.8780107120147,13.5236752735907,88.5947410851455,5.42446013983887,2.46872892656685,0.501452640865601,58.1080310204131,4.3,0.142161881400662,87.846488273334,2.13477415360446,8.08906756708842,27.5,83.5921407710359,10.5115428026991,5.5135863754598,1.5,9.3,76.3470259612225,23.6529740387775,26.891554387118,14.6000657246139,19.24876766349,22.4209661518239,11.251725271114,5.58692080184029,1697,627,1374,68744,100726,88.3226576038111,76.3047493839192,43.1036982072299,11.6773423961889,5.4,3.5,12.2,8.6,9.77821106507434,27.6505836772084,20.4324842209653,9.82376225974266,19.8021632615328,12.5127955154765,"R",FALSE
"Florida 19",95.9703202523814,15.9642166448783,700029,38.7719651614433,52,84.9662610307402,7.78679324332273,0.13085029885488,0.114163884597239,1.91641667056817,3.58361754258337,1.5018973293334,20.4749505709995,29.2414941457208,17.8278484278168,21.993562344995,30.9370950814674,82.5586155318104,28.6407047013046,67.5529718317232,3.80632346697222,17.4413844681896,13.8058121841533,85.2530934040788,6.69192025918542,4.55120131669671,0.829576891634556,50.2346550437887,3.8,0.0720831181337331,87.2959896721622,1.70255353420504,8.73750473754027,25.7,84.0154350538196,10.105027997795,5.80323207705922,2.7,11.2,75.3962921488118,24.6037078511883,28.510327236531,15.4106009705114,20.3947368421053,22.1544108498196,8.99962672639044,4.53029737464228,1577,676,1289,67598,105337,88.4612686363163,73.0073152389417,51.5340124427429,11.5387313636836,6.6,3.5,26.1,10.1,10.1604700920959,28.0256752147353,19.0089615181866,8.99020124655028,20.6902539613631,13.1244379670687,"R",FALSE
"Florida 2",100.434641149922,19.825965589912,577876,25.8397995417702,42.7,81.1511743576723,12.6319236046655,0.219901578435494,0.20866370597286,2.04418287486976,1.27237689326935,2.47177698511467,6.55695173403147,29.1530014176594,23.9161253464802,10.97099088043,35.9598823554305,94.4633360942427,54.816778533347,43.1095510156124,2.07367045104058,5.53666390575726,16.7387316850018,81.8619789478402,9.22698575421968,2.60701141118935,0.396898755805029,52.8478706865579,4.7,0.473274035571941,92.8535973399879,1.51801559833273,4.37521673794937,26.6,69.9161965126176,23.97129621219,5.93722980860777,1.3,7.9,73.8171058808972,26.1828941191028,26.4376517172482,12.7040335406575,14.9626416179291,23.3059529571898,13.1363935786528,9.45332658832264,1237,365,932,54087,72266,88.1921870670051,74.3397656822795,44.0468768443751,11.8078129329949,9.5,4.2,31,13.6,12.0853377626651,32.3787157027124,21.6362803014871,9.25732955168685,14.4820345675917,10.1603021138568,"R",FALSE
"Florida 20",94.7158594584102,24.0741317668229,609277,18.5096433970099,36.9,38.3615194719258,52.9422540353885,0.332476388319461,0.020561695679427,2.492202132684,2.2362401755595,3.61474610044326,26.7652215740788,12.2776223222725,12.3130072026855,22.8246446380266,52.5847258370154,64.0093063480808,66.3625691374104,29.1898584836786,4.44757237891097,35.9906936519192,11.0585333204882,87.3966184198209,2.62397567164821,1.18593125014231,1.20655064147812,66.8509913651212,7.2,0.0952748727558178,88.59937308638,5.33604337452111,3.37031049378545,28.2,82.6056181469263,11.6019614707453,5.37590171181508,1.3,4.7,54.7953829204909,45.2046170795091,30.7614649669304,13.7713954497123,17.1459170630031,20.9154315940594,9.72626875640568,7.67952216988918,1514,517,1318,49223,65168,80.9400368114957,63.7665362093456,44.3377920607402,19.0599631885043,14,8.6,23.1,17,16.8138101931849,34.5803029545383,18.3506220031892,9.41014799545883,13.9926178213128,6.85249903231601,"D",FALSE
"Florida 21",93.1583716629872,17.5959805025897,648162,32.6251770390736,47,74.3726527716682,16.2614453205453,0.42971600603128,0,2.73632473308025,3.43861799264143,2.76124317603354,25.4137605744464,16.078861007724,15.6171209028695,17.8622883899628,50.4417296994437,70.511438328125,37.900252245235,59.0014045678204,3.09834318694455,29.488561671875,12.7583747290088,86.1499025940736,4.39454526812263,2.41451348303086,1.19681123756793,59.0503313517127,4.1,0.0419566277134091,87.116516110464,2.19114257088631,7.27285562624049,27.7,83.2794692521426,9.56860737351274,6.93513378024521,1.7,5.9,72.2096196206069,27.7903803793931,29.4207186770556,14.2318440345859,19.1123384949206,21.5728046815925,10.5786237959036,5.08367031594174,1756,657,1481,65394,97414,84.9402256229129,71.4746257176936,45.2380594705516,15.0597743770871,7.1,4.8,14.5,10.4,11.2180134340212,23.819475292439,18.5542274091723,9.33785621020609,22.174043263471,14.8963843906904,"D",FALSE
"Florida 22",97.2070542806422,17.4993724973816,627791,27.16238365953,45.8,76.8411452481296,15.1071091118637,0.139036182260928,0.0754317283721859,3.4632887970742,1.92048654778942,2.45350238450995,23.19565071693,12.3388175040225,15.7862533142974,17.088177306411,54.7867518752691,71.0963752031991,39.5356832590895,57.1909946211715,3.27332211973901,28.9036247968009,10.6597023771724,83.7130377858053,4.37742339873473,2.34634028692511,1.71635600340303,63.3797976827163,4.5,0.0461289598538734,82.8542017253405,4.40514127619191,9.858088538439,27.6,83.9871864741567,8.82848860266556,7.06534949352288,1.8,8.4,65.2338109160219,34.7661890839781,32.3293866804503,14.5180829927797,15.6087160186726,19.4973267214783,10.8307354342664,7.21575215235265,2130,770,1565,69452,105354,86.4557534768527,76.2882164898444,36.6971648754899,13.5442465231473,7.9,4.7,18.9,11.2,8.05624908720417,22.747567616438,19.0365744250256,8.55993852102734,25.4085848013409,16.1910855489641,"D",FALSE
"Florida 23",91.6897214579171,21.2367177115531,600852,21.5424097781151,41.8,72.0038329544948,15.184608406807,0.326010869650708,0.0901871645837102,4.92293454351924,3.93769220484022,3.53473385610428,40.1023519449229,3.40411343993933,14.1257305736065,23.9870033080111,58.483152678443,62.3490872482166,53.6661515658015,39.9087535610289,6.42509487316955,37.6509127517834,8.95001840458537,86.6417554460169,3.56349711135846,1.71675412095193,1.47797742089362,65.8101367710903,3.6,0.123485125214563,87.9819819351755,3.08977599513699,6.61000085726087,30,82.9861119970606,10.8616277259958,5.99916819971372,1.5,7.5,65.3080141383539,34.6919858616461,32.0565534155666,15.3347038880473,15.9395513236673,18.6207891509774,12.5701507610185,5.47825146072279,2131,738,1591,69198,100278,88.461771046958,78.5494664227513,29.6975380102272,11.538228953042,7.2,5.6,14.5,9.7,7.75981635589575,23.1292554848471,17.4821621942355,10.9798926023171,25.1106982332784,15.5381751294261,"D",FALSE
"Florida 24",96.9959803716851,22.1901578178185,587255,18.9483273875914,37.3,43.3351750491235,47.0727981227749,0.198746308287324,0.141639869039433,1.14875366190073,5.58013384901375,2.52275313986043,42.3573432123498,2.93101938163937,9.75087899300559,33.4983921622602,53.8197094630948,56.1258249628013,73.8741120729747,20.1454677655046,5.98042016152068,43.8741750371987,9.61579330762599,87.4504270948031,2.3558949007469,0.936805526683199,1.06797171209425,64.2308556994836,5,0.0661231345010679,85.8503098261508,7.35716780668388,3.15656878195555,32.2,82.8565155162319,10.2061783011298,6.7394227224427,2.2,6,45.0879442442931,54.9120557557069,31.4640592797697,14.6519988043359,15.6187561946415,17.9809795006529,10.5190912952504,9.76511492534965,1603,507,1236,44275,63042,80.3265322489023,58.5210699280336,46.311410624402,19.6734677510977,13.4,8.8,21.8,17.8,20.3288222196358,32.9694169005539,17.4252498983998,8.90952905194109,12.9245029220798,7.44247900738963,"D",FALSE
"Florida 25",95.6719465184672,19.6365745798082,640032,23.7489688015599,42.8,90.5089261723056,4.11741513921012,0.0852563088412927,0,1.13218871402347,2.91867879089227,1.23753487472722,75.9641245470366,7.58072380763477,2.83109777766758,55.3503747964859,34.2378036182117,42.6340558146309,60.2446789398817,34.8096139856927,4.94570707442563,57.3659441853691,9.92511467643757,88.1413433287382,2.54163802608477,1.5404518945824,1.53437566063221,60.7424667128535,3,0.0360803409137422,87.528013609044,3.43266642377284,6.47687746880169,29.9,83.668935477892,7.40753135490249,8.60432069526536,1.7,2.5,56.2080723178178,43.7919276821822,30.2795178812148,12.4597573546903,17.6274680834192,20.9392593767346,12.9081754024265,5.78582190151455,1758,524,1423,56270,74887,83.2234653306583,66.8566114279386,40.3688751537991,16.7765346693417,11.5,8.2,22.5,14.3,23.8574435168021,27.3682174864454,13.157867227898,8.7348599941461,16.6547033325435,10.2269084421648,"R",FALSE
"Florida 26",96.7691055640522,22.3042162696507,606766,19.9045431022833,40.3,81.1930582072371,11.2238796032017,0.299634676183269,0.00934757750486266,1.413404938338,3.5399147961908,2.32076020134426,72.3849511685112,5.96330031788937,6.63658186668459,54.9706257485083,32.4294920669177,51.7474207728782,68.1665437664864,25.9018316251033,5.93162460841033,48.2525792271218,8.54373765187225,89.5152291927744,1.80744204249893,1.00940460808949,1.28777167679873,63.9662626240075,4,0.385916288059399,90.2019598187128,2.63740720355833,4.22143159990414,36.5,82.0201941037397,11.2193529004533,6.68443120811944,1,6.3,63.0407127388454,36.9592872611546,27.4144070933513,13.9399328616346,17.1879321128163,21.3647212991997,12.6171624042172,7.475844228781,1915,613,1509,65584,83792,83.6187987119055,66.3555096649365,38.6599009010685,16.3812012880945,10.7,5.6,25,13.4,18.1707999770902,27.5333346882142,15.5393134079626,10.2525066835657,19.6484823178809,8.85556292528633,"R",TRUE
"Florida 27",94.1939940188541,17.5372642219508,619009,22.9303612709993,42.1,85.5896133100114,5.70290134056615,0.0983144009282585,0.00666086727156223,2.42948472862961,4.10709075964527,2.06593459294774,70.8002232722709,3.43466349555191,4.58770490569446,51.6224993602577,40.3551322384959,44.9528610423192,62.9809743954481,30.7933262209578,6.22569938359412,55.0471389576808,10.2459790216813,86.4304530447394,2.49958965776112,1.73285509402892,1.99924120320417,64.2421843210114,2.7,0.0939994889960665,77.7025627386344,9.74945464123961,7.51994107823756,30.2,83.3188514155233,7.36986481298119,9.14634146341463,3.2,6.3,45.1284407181961,54.8715592818039,32.9320539725961,14.8605615126805,15.909177916758,17.357681558899,9.16295143928083,9.77757359978561,2372,783,1457,60384,104196,86.0527524502157,69.1092828232057,36.4408348985477,13.9472475497843,10.6,7,20.9,14.8,14.8633245194026,21.7489101693704,13.9589437575931,8.30665332666333,24.0779318230544,17.0442364039162,"R",TRUE
"Florida 3",97.7835516337348,20.2025459226631,605614,21.4570667124604,37.9,74.6502683351363,16.3512482557887,0.282894936220171,0.182228084207031,3.29249122788524,1.83861944108815,3.40224971967444,11.3887940928059,17.8841659532129,33.4937640280445,15.3030057616216,33.319064257121,92.031770669316,54.0243247693156,42.6648436213697,3.31083160931471,7.96822933068402,12.3077970347579,81.5993821900298,9.11589262888794,2.66084363016617,0.771330421815083,57.163121251743,5.3,0.3121637725981,87.724259352493,3.63940030690105,6.29569223070036,28.1,74.8865265169613,20.4180602006689,4.57716196846632,1.6,10.3,64.238448476182,35.761551523818,31.9424434712664,12.0918759495933,15.1541692733935,20.5476807578872,11.0894628653141,9.17436768254536,1314,406,970,56005,75331,88.8036922574233,76.2402801285353,38.4244609610715,11.1963077425767,9.4,4.9,24,15.6,9.17282340445472,29.0382602855269,20.4894411296117,11.2459388960045,17.4131548530193,12.640381431383,"R",FALSE
"Florida 4",95.4975721629842,21.2277649225397,658721,22.0251062285854,39.3,79.5318301673573,9.88143285081347,0.371067941427948,0.0817951891513749,4.59093436653572,1.93988531931813,3.60305416539609,8.72362434004795,18.4797806716929,25.4105551747772,19.1377655928718,36.971898560658,89.4271347169157,45.2023946907081,51.8995855960183,2.89801971327363,10.5728652830843,10.3309798510603,82.9118757332447,7.78546254339243,4.22963235984939,0.698615055877159,65.706424128748,4.4,2.09374751165651,86.7354601973497,1.49271821586783,9.55044964541704,25.8,83.9591404057335,10.7888346865062,5.12855344325286,2.7,9.5,70.2546427447277,29.7453572552723,35.7913125590179,13.5155807365439,15.5542965061379,18.8086244885112,9.68334907145105,6.64683663833805,1671,555,1274,77026,104651,90.689555627318,83.5230200243324,29.6597778790879,9.31044437268199,5.7,3.1,16.8,8,6.52883458799043,23.3361152032004,18.5387411982538,9.69847684177805,27.0671433012123,14.830688867565,"R",FALSE
"Florida 5",96.0892674670673,22.0878672525022,578609,17.2299428456868,34.7,44.5446870165073,47.0955762055254,0.383629819442181,0.0200634759904826,2.35927626059897,2.82733426424271,2.769432957693,9.70964514578337,25.133133632884,30.7344538747434,13.2495700893105,30.8828424030621,92.2191416333285,64.0419414799251,33.2074193374111,2.75063918266388,7.78085836667147,13.2731205465972,79.342596081901,8.33838524514061,2.57046734280362,0.236074473372329,62.1686454521088,6.2,0.672107132562048,88.6734151812065,4.79695431472081,3.94020776767796,24.2,77.8632760994834,17.7858598379755,4.08481875297839,2,6.8,51.1346036347102,48.8653963652898,37.1577361922219,13.7036958097106,12.5769072282138,17.2979098284951,9.73791153359763,9.52583940776106,1171,357,953,43667,57188,86.1437228660464,67.7070009796359,44.8481238832638,13.8562771339536,15.6,7.1,29.1,21.9,14.4156141707478,33.4740752560153,23.1655476865546,8.57236957846976,12.7291658995414,7.64322740867118,"D",FALSE
"Florida 6",93.174125657086,17.6722267554763,650764,31.5141894757547,48.2,79.6820818389409,10.8757614285443,0.193432896243303,0.110063191453024,1.88182755501578,4.7200662909337,2.53676679886901,13.3709066297259,22.164611934791,44.1996007228619,8.1255736060781,25.5102137362689,91.4659278516804,38.2944880822465,57.6247204345246,4.08079148322884,8.53407214831964,16.0675353453866,86.9623238306737,6.68564821653229,3.10623386016472,0.562697689106662,53.5821392869044,3.8,0.133439003815545,87.3394565678465,1.85876891172173,8.25369986331715,27.2,82.6066271864666,10.2670896827088,6.8673949780952,2.2,6.2,73.5476277759555,26.4523722240445,27.3884633442024,14.9256851055072,17.5802478663811,21.5439232861911,11.5964678719121,6.96521252580602,1275,471,1114,55281,73026,86.5919848049302,70.5943051894831,48.2273737713231,13.4080151950698,8.9,4.5,24,12.7,8.69406044491833,33.2524656762347,21.9828996959871,11.2812068738633,15.7187492618999,9.07061804709669,"R",FALSE
"Florida 7",93.4519076250406,19.5129941839064,655953,18.2973475233744,36.9,73.911016221257,11.5988122407912,0.388230386021743,0.0879776190826769,5.10846891948269,5.96542246435495,2.94007214900979,26.7492453802547,8.65959330461787,47.6176714785712,9.8806886206944,33.8420465961165,85.2098210999043,43.6698188332232,46.2864482758124,10.0437328909644,14.7901789000957,10.4672068596774,80.7170399621971,9.28180660236367,3.81650702541403,0.918159414699729,66.1481990737372,3.9,0.0936953845742651,87.5296999329605,2.62993942753453,8.24467770094684,27.5,85.7819306774417,8.3846015344216,5.62325062609171,2,7.2,58.7023953127693,41.2976046872307,37.8862392131391,13.8519200943809,14.001047203701,16.7767997985127,9.97958615570196,7.50440753456435,1593,528,1324,66748,92623,89.3236144691381,79.2990614800387,31.0864519411148,10.6763855308619,8,4,19.7,11.7,7.17949628157115,22.1973340906267,17.4858451216698,12.0102589588399,26.802683658437,14.3243818888554,"D",FALSE
